chrom	start	end	gene	strand	left_gene	left_gene_relationship	left_gene_dist	right_gene	right_gene_relationship	right_gene_dist
chr4	1021997	1022312	YDR281C	-	YDR280W	converging	342	YDR282C	sequential	1189
chr4	1023501	1024746	YDR282C	-	YDR281C	sequential	1189	YDR283C	sequential	314
chr4	1025060	1030040	YDR283C	-	YDR282C	sequential	314	YDR284C	sequential	500
chr4	1030540	1031410	YDR284C	-	YDR283C	sequential	500	YDR285W	diverging	1016
chr4	1032426	1035054	YDR285W	+	YDR284C	diverging	1016	YDR286C	converging	167
chr4	1035221	1035566	YDR286C	-	YDR285W	converging	167	YDR287W	diverging	419
chr4	1035985	1036864	YDR287W	+	YDR286C	diverging	419	YDR288W	sequential	321
chr4	1037185	1038097	YDR288W	+	YDR287W	sequential	321	YDR289C	converging	173
chr4	1038270	1039500	YDR289C	-	YDR288W	converging	173	YDR291W	diverging	218
chr4	1039718	1042952	YDR291W	+	YDR289C	diverging	218	YDR292C	converging	184
chr4	1043136	1045002	YDR292C	-	YDR291W	converging	184	YDR293C	sequential	628
chr4	1045630	1049383	YDR293C	-	YDR292C	sequential	628	YDR294C	sequential	1066
chr4	1050449	1052219	YDR294C	-	YDR293C	sequential	1066	YDR295C	sequential	394
chr4	1052613	1054638	YDR295C	-	YDR294C	sequential	394	YDR296W	diverging	564
chr4	1055202	1055883	YDR296W	+	YDR295C	diverging	564	YDR297W	sequential	658
chr4	1056541	1057591	YDR297W	+	YDR296W	sequential	658	YDR298C	converging	575
chr4	1058166	1058805	YDR298C	-	YDR297W	converging	575	YDR299W	diverging	812
chr4	1059617	1061222	YDR299W	+	YDR298C	diverging	812	YDR300C	converging	273
chr4	1061495	1062782	YDR300C	-	YDR299W	converging	273	YDR301W	diverging	560
chr4	1063342	1067416	YDR301W	+	YDR300C	diverging	560	YDR302W	sequential	305
chr4	1067721	1068381	YDR302W	+	YDR301W	sequential	305	YDR303C	converging	338
chr4	1068719	1071377	YDR303C	-	YDR302W	converging	338	YDR304C	sequential	493
chr4	1071870	1072548	YDR304C	-	YDR303C	sequential	493	YDR305C	sequential	188
chr4	1072736	1073479	YDR305C	-	YDR304C	sequential	188	YDR306C	sequential	246
chr4	1073725	1075162	YDR306C	-	YDR305C	sequential	246	YDR307W	diverging	693
chr4	1075855	1077844	YDR307W	+	YDR306C	diverging	693	YDR308C	converging	173
chr4	1078017	1078440	YDR308C	-	YDR307W	converging	173	YDR309C	sequential	598
chr4	1079038	1080190	YDR309C	-	YDR308C	sequential	598	YDR310C	sequential	928
chr4	1081118	1084307	YDR310C	-	YDR309C	sequential	928	YDR311W	diverging	749
chr4	1085056	1086985	YDR311W	+	YDR310C	diverging	749	YDR312W	sequential	587
chr4	1087572	1088934	YDR312W	+	YDR311W	sequential	587	YDR313C	converging	276
chr4	1089210	1090071	YDR313C	-	YDR312W	converging	276	YDR314C	sequential	353
chr4	1090424	1092503	YDR314C	-	YDR313C	sequential	353	YDR315C	sequential	229
chr4	1092732	1093578	YDR315C	-	YDR314C	sequential	229	YDR316W	diverging	176
chr4	1093754	1095170	YDR316W	+	YDR315C	diverging	176	YDR317W	sequential	7005
chr4	1102175	1103420	YDR317W	+	YDR316W	sequential	7005	YDR318W	sequential	329
chr4	1103749	1104939	YDR318W	+	YDR317W	sequential	329	YDR319C	converging	55
chr4	1104994	1105819	YDR319C	-	YDR318W	converging	55	YDR320C	sequential	267
chr4	1106086	1108093	YDR320C	-	YDR319C	sequential	267	YDR320C-A	sequential	178
chr4	1108271	1108490	YDR320C-A	-	YDR320C	sequential	178	YDR321W	diverging	203
chr4	1108693	1109839	YDR321W	+	YDR320C-A	diverging	203	YDR322W	sequential	741
chr4	1110580	1111684	YDR322W	+	YDR321W	sequential	741	YDR322C-A	converging	310
chr4	1111994	1112285	YDR322C-A	-	YDR322W	converging	310	YDR323C	sequential	186
chr4	1112471	1114019	YDR323C	-	YDR322C-A	sequential	186	YDR324C	sequential	405
chr4	1114424	1116755	YDR324C	-	YDR323C	sequential	405	YDR325W	diverging	360
chr4	1117115	1120223	YDR325W	+	YDR324C	diverging	360	YDR326C	converging	375
chr4	1120598	1124915	YDR326C	-	YDR325W	converging	375	YDR328C	sequential	508
chr4	1125423	1126008	YDR328C	-	YDR326C	sequential	508	YDR329C	sequential	251
chr4	1126259	1127585	YDR329C	-	YDR328C	sequential	251	YDR330W	diverging	276
chr4	1127861	1129364	YDR330W	+	YDR329C	diverging	276	YDR331W	sequential	213
chr4	1129577	1130813	YDR331W	+	YDR330W	sequential	213	YDR332W	sequential	177
chr4	1130990	1133060	YDR332W	+	YDR331W	sequential	177	YDR333C	converging	189
chr4	1133249	1135421	YDR333C	-	YDR332W	converging	189	YDR334W	diverging	500
chr4	1135921	1140466	YDR334W	+	YDR333C	diverging	500	YDR335W	sequential	690
chr4	1141156	1144831	YDR335W	+	YDR334W	sequential	690	YDR336W	sequential	249
chr4	1145080	1146025	YDR336W	+	YDR335W	sequential	249	YDR337W	sequential	282
chr4	1146307	1147168	YDR337W	+	YDR336W	sequential	282	YDR338C	converging	199
chr4	1147367	1149455	YDR338C	-	YDR337W	converging	199	YDR339C	sequential	484
chr4	1149939	1150509	YDR339C	-	YDR338C	sequential	484	YDR341C	sequential	1282
chr4	1151791	1153615	YDR341C	-	YDR339C	sequential	1282	YDR342C	sequential	589
chr4	1154204	1155917	YDR342C	-	YDR341C	sequential	589	YDR343C	sequential	3679
chr4	1159596	1161309	YDR343C	-	YDR342C	sequential	3679	YDR345C	sequential	1636
chr4	1162945	1164649	YDR345C	-	YDR343C	sequential	1636	YDR346C	sequential	2553
chr4	1167202	1168648	YDR346C	-	YDR345C	sequential	2553	YDR347W	diverging	518
chr4	1169166	1170132	YDR347W	+	YDR346C	diverging	518	YDR348C	converging	182
chr4	1170314	1171814	YDR348C	-	YDR347W	converging	182	YDR349C	sequential	560
chr4	1172374	1174165	YDR349C	-	YDR348C	sequential	560	YDR350C	sequential	2161
chr4	1176326	1178162	YDR350C	-	YDR349C	sequential	2161	YDR351W	diverging	491
chr4	1178653	1181248	YDR351W	+	YDR350C	diverging	491	YDR352W	sequential	540
chr4	1181788	1182742	YDR352W	+	YDR351W	sequential	540	YDR353W	sequential	544
chr4	1183286	1184246	YDR353W	+	YDR352W	sequential	544	YDR354W	sequential	488
chr4	1184734	1185877	YDR354W	+	YDR353W	sequential	488	YDR356W	sequential	217
chr4	1186094	1188929	YDR356W	+	YDR354W	sequential	217	YDR357C	converging	257
chr4	1189186	1189555	YDR357C	-	YDR356W	converging	257	YDR358W	diverging	491
chr4	1190046	1191720	YDR358W	+	YDR357C	diverging	491	YDR359C	converging	273
chr4	1191993	1194873	YDR359C	-	YDR358W	converging	273	YDR361C	sequential	526
chr4	1195399	1196251	YDR361C	-	YDR359C	sequential	526	YDR362C	sequential	415
chr4	1196666	1198685	YDR362C	-	YDR361C	sequential	415	YDR363W	diverging	485
chr4	1199170	1200541	YDR363W	+	YDR362C	diverging	485	YDR363W-A	sequential	1574
chr4	1202115	1202385	YDR363W-A	+	YDR363W	sequential	1574	YDR364C	converging	445
chr4	1202830	1204198	YDR364C	-	YDR363W-A	converging	445	YDR365C	sequential	286
chr4	1204484	1206371	YDR365C	-	YDR364C	sequential	286	YDR366C	sequential	6054
chr4	1212425	1212824	YDR366C	-	YDR365C	sequential	6054	YDR367W	diverging	11
chr4	1212835	1213602	YDR367W	+	YDR366C	diverging	11	YDR368W	sequential	289
chr4	1213891	1214830	YDR368W	+	YDR367W	sequential	289	YDR369C	converging	173
chr4	1215003	1217568	YDR369C	-	YDR368W	converging	173	YDR370C	sequential	201
chr4	1217769	1219098	YDR370C	-	YDR369C	sequential	201	YDR371W	diverging	302
chr4	1219400	1220936	YDR371W	+	YDR370C	diverging	302	YDR372C	converging	163
chr4	1221099	1222137	YDR372C	-	YDR371W	converging	163	YDR373W	diverging	609
chr4	1222746	1223319	YDR373W	+	YDR372C	diverging	609	YDR374C	converging	142
chr4	1223461	1224382	YDR374C	-	YDR373W	converging	142	YDR375C	sequential	771
chr4	1225153	1226524	YDR375C	-	YDR374C	sequential	771	YDR376W	diverging	285
chr4	1226809	1228291	YDR376W	+	YDR375C	diverging	285	YDR377W	sequential	307
chr4	1228598	1228904	YDR377W	+	YDR376W	sequential	307	YDR378C	converging	432
chr4	1229336	1229708	YDR378C	-	YDR377W	converging	432	YDR379W	diverging	446
chr4	1230154	1233184	YDR379W	+	YDR378C	diverging	446	YDR379C-A	converging	81
chr4	1233265	1233505	YDR379C-A	-	YDR379W	converging	81	YDR380W	diverging	700
chr4	1234205	1236113	YDR380W	+	YDR379C-A	diverging	700	YDR381W	sequential	432
chr4	1236545	1237992	YDR381W	+	YDR380W	sequential	432	YDR381C-A	converging	307
chr4	1238299	1238838	YDR381C-A	-	YDR381W	converging	307	YDR382W	diverging	641
chr4	1239479	1239812	YDR382W	+	YDR381C-A	diverging	641	YDR383C	converging	135
chr4	1239947	1240664	YDR383C	-	YDR382W	converging	135	YDR384C	sequential	527
chr4	1241191	1242019	YDR384C	-	YDR383C	sequential	527	YDR385W	diverging	1198
chr4	1243217	1245746	YDR385W	+	YDR384C	diverging	1198	YDR386W	sequential	325
chr4	1246071	1247970	YDR386W	+	YDR385W	sequential	325	YDR387C	converging	171
chr4	1248141	1249809	YDR387C	-	YDR386W	converging	171	YDR388W	diverging	364
chr4	1250173	1251622	YDR388W	+	YDR387C	diverging	364	YDR389W	sequential	902
chr4	1252524	1254489	YDR389W	+	YDR388W	sequential	902	YDR390C	converging	435
chr4	1254924	1256835	YDR390C	-	YDR389W	converging	435	YDR391C	sequential	510
chr4	1257345	1258044	YDR391C	-	YDR390C	sequential	510	YDR392W	diverging	639
chr4	1258683	1259697	YDR392W	+	YDR391C	diverging	639	YDR393W	sequential	191
chr4	1259888	1261259	YDR393W	+	YDR392W	sequential	191	YDR394W	sequential	409
chr4	1261668	1262955	YDR394W	+	YDR393W	sequential	409	YDR395W	sequential	356
chr4	1263311	1266146	YDR395W	+	YDR394W	sequential	356	YDR397C	converging	207
chr4	1266353	1266886	YDR397C	-	YDR395W	converging	207	YDR398W	diverging	572
chr4	1267458	1269390	YDR398W	+	YDR397C	diverging	572	YDR399W	sequential	665
chr4	1270055	1270721	YDR399W	+	YDR398W	sequential	665	YDR400W	sequential	329
chr4	1271050	1272073	YDR400W	+	YDR399W	sequential	329	YDR402C	converging	148
chr4	1272221	1273691	YDR402C	-	YDR400W	converging	148	YDR403W	diverging	898
chr4	1274589	1276200	YDR403W	+	YDR402C	diverging	898	YDR404C	converging	441
chr4	1276641	1277157	YDR404C	-	YDR403W	converging	441	YDR405W	diverging	476
chr4	1277633	1278425	YDR405W	+	YDR404C	diverging	476	YDR406W	sequential	772
chr4	1279197	1283787	YDR406W	+	YDR405W	sequential	772	YDR407C	converging	269
chr4	1284056	1287926	YDR407C	-	YDR406W	converging	269	YDR408C	sequential	276
chr4	1288202	1288847	YDR408C	-	YDR407C	sequential	276	YDR409W	diverging	546
chr4	1289393	1292108	YDR409W	+	YDR408C	diverging	546	YDR410C	converging	251
chr4	1292359	1293079	YDR410C	-	YDR409W	converging	251	YDR411C	sequential	277
chr4	1293356	1294382	YDR411C	-	YDR410C	sequential	277	YDR412W	diverging	298
chr4	1294680	1295388	YDR412W	+	YDR411C	diverging	298	YDR414C	converging	197
chr4	1295585	1296674	YDR414C	-	YDR412W	converging	197	YDR415C	sequential	350
chr4	1297024	1298149	YDR415C	-	YDR414C	sequential	350	YDR416W	diverging	270
chr4	1298419	1300999	YDR416W	+	YDR415C	diverging	270	YDR418W	sequential	604
chr4	1301603	1302101	YDR418W	+	YDR416W	sequential	604	YDR419W	sequential	1060
chr4	1303161	1305060	YDR419W	+	YDR418W	sequential	1060	YDR420W	sequential	1194
chr4	1306254	1311663	YDR420W	+	YDR419W	sequential	1194	YDR421W	sequential	364
chr4	1312027	1314880	YDR421W	+	YDR420W	sequential	364	YDR422C	converging	433
chr4	1315313	1317905	YDR422C	-	YDR421W	converging	433	YDR423C	sequential	128
chr4	1318033	1319263	YDR423C	-	YDR422C	sequential	128	YDR424C	sequential	111
chr4	1319374	1319829	YDR424C	-	YDR423C	sequential	111	YDR425W	diverging	222
chr4	1320051	1321929	YDR425W	+	YDR424C	diverging	222	YDR427W	sequential	263
chr4	1322192	1323374	YDR427W	+	YDR425W	sequential	263	YDR428C	converging	67
chr4	1323441	1324227	YDR428C	-	YDR427W	converging	67	YDR429C	sequential	237
chr4	1324464	1325289	YDR429C	-	YDR428C	sequential	237	YDR430C	sequential	199
chr4	1325488	1328458	YDR430C	-	YDR429C	sequential	199	YDR432W	diverging	312
chr4	1328770	1330015	YDR432W	+	YDR430C	diverging	312	YDR434W	sequential	1209
chr4	1331224	1332829	YDR434W	+	YDR432W	sequential	1209	YDR435C	converging	141
chr4	1332970	1333957	YDR435C	-	YDR434W	converging	141	YDR436W	diverging	851
chr4	1334808	1336941	YDR436W	+	YDR435C	diverging	851	YDR437W	sequential	398
chr4	1337339	1337762	YDR437W	+	YDR436W	sequential	398	YDR438W	sequential	499
chr4	1338261	1339374	YDR438W	+	YDR437W	sequential	499	YDR439W	sequential	289
chr4	1339663	1340707	YDR439W	+	YDR438W	sequential	289	YDR440W	sequential	1773
chr4	1342480	1344229	YDR440W	+	YDR439W	sequential	1773	YDR441C	converging	275
chr4	1344504	1345050	YDR441C	-	YDR440W	converging	275	YDR443C	sequential	613
chr4	1345663	1349926	YDR443C	-	YDR441C	sequential	613	YDR444W	diverging	351
chr4	1350277	1352341	YDR444W	+	YDR443C	diverging	351	YDR446W	sequential	1371
chr4	1353712	1354621	YDR446W	+	YDR444W	sequential	1371	YDR447C	converging	195
chr4	1354816	1355541	YDR447C	-	YDR446W	converging	195	YDR448W	diverging	511
chr4	1356052	1357357	YDR448W	+	YDR447C	diverging	511	YDR449C	converging	210
chr4	1357567	1358890	YDR449C	-	YDR448W	converging	210	YDR450W	diverging	1020
chr4	1359910	1360786	YDR450W	+	YDR449C	diverging	1020	YDR451C	converging	321
chr4	1361107	1362169	YDR451C	-	YDR450W	converging	321	YDR452W	diverging	696
chr4	1362865	1364890	YDR452W	+	YDR451C	diverging	696	YDR453C	converging	169
chr4	1365059	1365650	YDR453C	-	YDR452W	converging	169	YDR454C	sequential	601
chr4	1366251	1366815	YDR454C	-	YDR453C	sequential	601	YDR456W	diverging	657
chr4	1367472	1369374	YDR456W	+	YDR454C	diverging	657	YDR457W	sequential	403
chr4	1369777	1379584	YDR457W	+	YDR456W	sequential	403	YDR458C	converging	458
chr4	1380042	1382034	YDR458C	-	YDR457W	converging	458	YDR459C	sequential	272
chr4	1382306	1383431	YDR459C	-	YDR458C	sequential	272	YDR460W	diverging	367
chr4	1383798	1384764	YDR460W	+	YDR459C	diverging	367	YDR461W	sequential	399
chr4	1385163	1385274	YDR461W	+	YDR460W	sequential	399	YDR462W	sequential	786
chr4	1386060	1386504	YDR462W	+	YDR461W	sequential	786	YDR463W	sequential	299
chr4	1386803	1388363	YDR463W	+	YDR462W	sequential	299	YDR464W	sequential	496
chr4	1388859	1393167	YDR464W	+	YDR463W	sequential	496	YDR465C	converging	156
chr4	1393323	1394562	YDR465C	-	YDR464W	converging	156	YDR466W	diverging	546
chr4	1395108	1397805	YDR466W	+	YDR465C	diverging	546	YDR468C	converging	208
chr4	1398013	1398688	YDR468C	-	YDR466W	converging	208	YDR469W	diverging	314
chr4	1399002	1399530	YDR469W	+	YDR468C	diverging	314	YDR470C	converging	163
chr4	1399693	1401202	YDR470C	-	YDR469W	converging	163	YDR471W	diverging	555
chr4	1401757	1402552	YDR471W	+	YDR470C	diverging	555	YDR472W	sequential	757
chr4	1403309	1404161	YDR472W	+	YDR471W	sequential	757	YDR473C	converging	271
chr4	1404432	1405842	YDR473C	-	YDR472W	converging	271	YDR475C	sequential	1609
chr4	1407451	1410082	YDR475C	-	YDR473C	sequential	1609	YDR476C	sequential	358
chr4	1410440	1411115	YDR476C	-	YDR475C	sequential	358	YDR477W	diverging	1245
chr4	1412360	1414262	YDR477W	+	YDR476C	diverging	1245	YDR478W	sequential	300
chr4	1414562	1415159	YDR478W	+	YDR477W	sequential	300	YDR479C	converging	38
chr4	1415197	1416862	YDR479C	-	YDR478W	converging	38	YDR480W	diverging	524
chr4	1417386	1418358	YDR480W	+	YDR479C	diverging	524	YDR481C	converging	179
chr4	1418537	1420238	YDR481C	-	YDR480W	converging	179	YDR482C	sequential	180
chr4	1420418	1420826	YDR482C	-	YDR481C	sequential	180	YDR483W	diverging	318
chr4	1421144	1422473	YDR483W	+	YDR482C	diverging	318	YDR484W	sequential	277
chr4	1422750	1424676	YDR484W	+	YDR483W	sequential	277	YDR485C	converging	131
chr4	1424807	1427195	YDR485C	-	YDR484W	converging	131	YDR486C	sequential	223
chr4	1427418	1428108	YDR486C	-	YDR485C	sequential	223	YDR487C	sequential	233
chr4	1428341	1428968	YDR487C	-	YDR486C	sequential	233	YDR488C	sequential	207
chr4	1429175	1430777	YDR488C	-	YDR487C	sequential	207	YDR489W	diverging	222
chr4	1430999	1431884	YDR489W	+	YDR488C	diverging	222	YDR490C	converging	71
chr4	1431955	1434256	YDR490C	-	YDR489W	converging	71	YDR492W	diverging	655
chr4	1434911	1435862	YDR492W	+	YDR490C	diverging	655	YDR493W	sequential	342
chr4	1436204	1436576	YDR493W	+	YDR492W	sequential	342	YDR494W	sequential	341
chr4	1436917	1438003	YDR494W	+	YDR493W	sequential	341	YDR495C	converging	99
chr4	1438102	1441138	YDR495C	-	YDR494W	converging	99	YDR496C	sequential	282
chr4	1441420	1443391	YDR496C	-	YDR495C	sequential	282	YDR497C	sequential	309
chr4	1443700	1445455	YDR497C	-	YDR496C	sequential	309	YDR498C	sequential	375
chr4	1445830	1446982	YDR498C	-	YDR497C	sequential	375	YDR499W	diverging	835
chr4	1447817	1450061	YDR499W	+	YDR498C	diverging	835	YDR500C	converging	124
chr4	1450185	1450841	YDR500C	-	YDR499W	converging	124	YDR501W	diverging	499
chr4	1451340	1452906	YDR501W	+	YDR500C	diverging	499	YDR502C	converging	391
chr4	1453297	1454452	YDR502C	-	YDR501W	converging	391	YDR503C	sequential	577
chr4	1455029	1455854	YDR503C	-	YDR502C	sequential	577	YDR504C	sequential	444
chr4	1456298	1456682	YDR504C	-	YDR503C	sequential	444	YDR505C	sequential	0
chr4	1456682	1459208	YDR505C	-	YDR504C	sequential	0	YDR506C	sequential	507
chr4	1459715	1461542	YDR506C	-	YDR505C	sequential	507	YDR507C	sequential	803
chr4	1462345	1465774	YDR507C	-	YDR506C	sequential	803	YDR508C	sequential	666
chr4	1466440	1468432	YDR508C	-	YDR507C	sequential	666	YDR510W	diverging	955
chr4	1469387	1469693	YDR510W	+	YDR508C	diverging	955	YDR511W	sequential	311
chr4	1470004	1470406	YDR511W	+	YDR510W	sequential	311	YDR512C	converging	81
chr4	1470487	1471051	YDR512C	-	YDR511W	converging	81	YDR513W	overlapping	-47
chr4	1471004	1471436	YDR513W	+	YDR512C	overlapping	-47	YDR514C	converging	99
chr4	1471535	1472987	YDR514C	-	YDR513W	converging	99	YDR515W	diverging	429
chr4	1473416	1474760	YDR515W	+	YDR514C	diverging	429	YDR516C	converging	201
chr4	1474961	1476464	YDR516C	-	YDR515W	converging	201	YDR517W	diverging	762
chr4	1477226	1478345	YDR517W	+	YDR516C	diverging	762	YDR518W	sequential	250
chr4	1478595	1480149	YDR518W	+	YDR517W	sequential	250	YDR519W	sequential	263
chr4	1480412	1480820	YDR519W	+	YDR518W	sequential	263	YDR520C	converging	252
chr4	1481072	1483391	YDR520C	-	YDR519W	converging	252	YDR522C	sequential	391
chr4	1483782	1485291	YDR522C	-	YDR520C	sequential	391	YDR523C	sequential	262
chr4	1485553	1487026	YDR523C	-	YDR522C	sequential	262	YDR524C	sequential	503
chr4	1487529	1488978	YDR524C	-	YDR523C	sequential	503	YDR524W-A	diverging	412
chr4	1489390	1489480	YDR524W-A	+	YDR524C	diverging	412	YDR524C-B	converging	105
chr4	1489585	1489786	YDR524C-B	-	YDR524W-A	converging	105	YDR525W-A	diverging	797
chr4	1490583	1490823	YDR525W-A	+	YDR524C-B	diverging	797	YDR527W	sequential	258
chr4	1491081	1492401	YDR527W	+	YDR525W-A	sequential	258	YDR528W	sequential	2172
chr4	1494573	1495845	YDR528W	+	YDR527W	sequential	2172	YDR529C	converging	307
chr4	1496152	1496536	YDR529C	-	YDR528W	converging	307	YDR530C	sequential	242
chr4	1496778	1497756	YDR530C	-	YDR529C	sequential	242	YDR531W	diverging	463
chr4	1498219	1499323	YDR531W	+	YDR530C	diverging	463	YDR532C	converging	60
chr4	1499383	1500541	YDR532C	-	YDR531W	converging	60	YDR533C	sequential	893
chr4	1501434	1502148	YDR533C	-	YDR532C	sequential	893	YDR534C	sequential	1152
chr4	1503300	1504887	YDR534C	-	YDR533C	sequential	1152	YDR536W	diverging	3104
chr4	1507991	1509701	YDR536W	+	YDR534C	diverging	3104	YDR538W	sequential	1186
chr4	1510887	1511616	YDR538W	+	YDR536W	sequential	1186	YDR539W	sequential	463
chr4	1512079	1513591	YDR539W	+	YDR538W	sequential	463	YDR540C	converging	3524
chr4	1517115	1517655	YDR540C	-	YDR539W	converging	3524	YDR541C	sequential	1988
chr4	1519643	1520678	YDR541C	-	YDR540C	sequential	1988	YDR542W	diverging	2551
chr4	1523229	1523592	YDR542W	+	YDR541C	diverging	2551	YDR545W	sequential	2709
chr4	1526301	1531692	YDR545W	+	YDR542W	sequential	2709		last	-1
chr5	263	4097	YEL077C	-		first	263	YEL076C-A	sequential	87
chr5	4184	5114	YEL076C-A	-	YEL077C	sequential	87	YEL076C	overlapping	-651
chr5	4463	5114	YEL076C	-	YEL076C-A	overlapping	-651	YEL075C	sequential	230
chr5	5344	5713	YEL075C	-	YEL076C	sequential	230	YEL073C	sequential	1516
chr5	7229	7553	YEL073C	-	YEL075C	sequential	1516	YEL072W	diverging	6166
chr5	13719	14415	YEL072W	+	YEL073C	diverging	6166	YEL071W	sequential	1939
chr5	16354	17845	YEL071W	+	YEL072W	sequential	1939	YEL070W	sequential	1743
chr5	19588	21097	YEL070W	+	YEL071W	sequential	1743	YEL069C	converging	439
chr5	21536	23231	YEL069C	-	YEL070W	converging	439	YEL066W	diverging	3435
chr5	26666	27206	YEL066W	+	YEL069C	diverging	3435	YEL065W	sequential	450
chr5	27656	29543	YEL065W	+	YEL066W	sequential	450	YEL064C	converging	253
chr5	29796	31239	YEL064C	-	YEL065W	converging	253	YEL063C	sequential	454
chr5	31693	33466	YEL063C	-	YEL064C	sequential	454	YEL062W	diverging	940
chr5	34406	36254	YEL062W	+	YEL063C	diverging	940	YEL061C	converging	280
chr5	36534	39537	YEL061C	-	YEL062W	converging	280	YEL060C	sequential	508
chr5	40045	41953	YEL060C	-	YEL061C	sequential	508	YEL059C-A	sequential	446
chr5	42399	42624	YEL059C-A	-	YEL060C	sequential	446	YEL058W	diverging	627
chr5	43251	44925	YEL058W	+	YEL059C-A	diverging	627	YEL057C	converging	94
chr5	45019	45721	YEL057C	-	YEL058W	converging	94	YEL056W	diverging	1446
chr5	47167	48373	YEL056W	+	YEL057C	diverging	1446	YEL055C	converging	97
chr5	48470	51539	YEL055C	-	YEL056W	converging	97	YEL054C	sequential	1181
chr5	52720	53218	YEL054C	-	YEL055C	sequential	1181	YEL053C	sequential	682
chr5	53900	56102	YEL053C	-	YEL054C	sequential	682	YEL052W	diverging	468
chr5	56570	58100	YEL052W	+	YEL053C	diverging	468	YEL051W	sequential	277
chr5	58377	59148	YEL051W	+	YEL052W	sequential	277	YEL050C	converging	521
chr5	59669	60851	YEL050C	-	YEL051W	converging	521	YEL049W	diverging	2876
chr5	63727	64090	YEL049W	+	YEL050C	diverging	2876	YEL048C	converging	618
chr5	64708	65167	YEL048C	-	YEL049W	converging	618	YEL047C	sequential	217
chr5	65384	66797	YEL047C	-	YEL048C	sequential	217	YEL046C	sequential	831
chr5	67628	68792	YEL046C	-	YEL047C	sequential	831	YEL044W	diverging	964
chr5	69756	70257	YEL044W	+	YEL046C	diverging	964	YEL043W	sequential	220
chr5	70477	73348	YEL043W	+	YEL044W	sequential	220	YEL042W	sequential	422
chr5	73770	75327	YEL042W	+	YEL043W	sequential	422	YEL041W	sequential	616
chr5	75943	77431	YEL041W	+	YEL042W	sequential	616	YEL040W	sequential	621
chr5	78052	79456	YEL040W	+	YEL041W	sequential	621	YEL039C	converging	179
chr5	79635	79977	YEL039C	-	YEL040W	converging	179	YEL038W	diverging	442
chr5	80419	81145	YEL038W	+	YEL039C	diverging	442	YEL037C	converging	261
chr5	81406	82603	YEL037C	-	YEL038W	converging	261	YEL036C	sequential	446
chr5	83049	84552	YEL036C	-	YEL037C	sequential	446	YEL035C	sequential	492
chr5	85044	85545	YEL035C	-	YEL036C	sequential	492	YEL034W	diverging	130
chr5	85675	86149	YEL034W	+	YEL035C	diverging	130	YEL032W	sequential	787
chr5	86936	89852	YEL032W	+	YEL034W	sequential	787	YEL031W	sequential	405
chr5	90257	93905	YEL031W	+	YEL032W	sequential	405	YEL030W	sequential	738
chr5	94643	96578	YEL030W	+	YEL031W	sequential	738	YEL029C	converging	279
chr5	96857	97796	YEL029C	-	YEL030W	converging	279	YEL027W	diverging	2972
chr5	100768	101251	YEL027W	+	YEL029C	diverging	2972	YEL026W	sequential	691
chr5	101942	102323	YEL026W	+	YEL027W	sequential	691	YEL025C	converging	257
chr5	102580	106147	YEL025C	-	YEL026W	converging	257	YEL024W	diverging	1112
chr5	107259	107907	YEL024W	+	YEL025C	diverging	1112	YEL023C	converging	596
chr5	108503	110552	YEL023C	-	YEL024W	converging	596	YEL022W	diverging	868
chr5	111420	115800	YEL022W	+	YEL023C	diverging	868	YEL021W	sequential	366
chr5	116166	116970	YEL021W	+	YEL022W	sequential	366	YEL020W-A	sequential	240
chr5	117210	117474	YEL020W-A	+	YEL021W	sequential	240	YEL020C	converging	1142
chr5	118616	120299	YEL020C	-	YEL020W-A	converging	1142	YEL019C	sequential	198
chr5	120497	121301	YEL019C	-	YEL020C	sequential	198	YEL018W	diverging	169
chr5	121470	122310	YEL018W	+	YEL019C	diverging	169	YEL017C-A	converging	487
chr5	122797	122929	YEL017C-A	-	YEL018W	converging	487	YEL017W	diverging	727
chr5	123656	124670	YEL017W	+	YEL017C-A	diverging	727	YEL016C	converging	66
chr5	124736	126218	YEL016C	-	YEL017W	converging	66	YEL015W	diverging	410
chr5	126628	128284	YEL015W	+	YEL016C	diverging	410	YEL013W	sequential	540
chr5	128824	130561	YEL013W	+	YEL015W	sequential	540	YEL012W	sequential	1210
chr5	131771	132551	YEL012W	+	YEL013W	sequential	1210	YEL011W	sequential	568
chr5	133119	135234	YEL011W	+	YEL012W	sequential	568	YEL009C	converging	3683
chr5	138917	139763	YEL009C	-	YEL011W	converging	3683	YEL007W	diverging	2127
chr5	141890	143891	YEL007W	+	YEL009C	diverging	2127	YEL006W	sequential	434
chr5	144325	145333	YEL006W	+	YEL007W	sequential	434	YEL005C	converging	572
chr5	145905	146754	YEL005C	-	YEL006W	converging	572	YEL004W	diverging	195
chr5	146949	147978	YEL004W	+	YEL005C	diverging	195	YEL003W	sequential	248
chr5	148226	148598	YEL003W	+	YEL004W	sequential	248	YEL002C	converging	122
chr5	148720	150013	YEL002C	-	YEL003W	converging	122	YEL001C	sequential	286
chr5	150299	150977	YEL001C	-	YEL002C	sequential	286	YER001W	diverging	2541
chr5	153518	155807	YER001W	+	YEL001C	diverging	2541	YER002W	sequential	994
chr5	156801	157497	YER002W	+	YER001W	sequential	994	YER003C	converging	237
chr5	157734	159117	YER003C	-	YER002W	converging	237	YER004W	diverging	461
