space	start	end	width	names	peak	strand	feature	start_position	end_position	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
5	113638049	113638424	376	MACS_peak_5554 ENSMUSG00000066964	MACS_peak_5554	+	ENSMUSG00000066964	113655929	113668283	upstream	-17880	17505	NearestStart
5	113643541	113643888	348	MACS_peak_5555 ENSMUSG00000066964	MACS_peak_5555	+	ENSMUSG00000066964	113655929	113668283	upstream	-12388	12041	NearestStart
5	113650265	113650558	294	MACS_peak_5556 ENSMUSG00000066964	MACS_peak_5556	+	ENSMUSG00000066964	113655929	113668283	upstream	-5664	5371	NearestStart
5	113778318	113778794	477	MACS_peak_5557 ENSMUSG00000070132	MACS_peak_5557	+	ENSMUSG00000070132	113772106	113772179	downstream	6212	6139	NearestStart
5	113778829	113779161	333	MACS_peak_5558 ENSMUSG00000070132	MACS_peak_5558	+	ENSMUSG00000070132	113772106	113772179	downstream	6723	6650	NearestStart
5	113919425	113919739	315	MACS_peak_5559 ENSMUSG00000063430	MACS_peak_5559	+	ENSMUSG00000063430	113919467	114039679	overlapStart	-42	42	NearestStart
5	114589258	114589531	274	MACS_peak_5567 ENSMUSG00000042010	MACS_peak_5567	+	ENSMUSG00000042010	114596544	114700770	upstream	-7286	7013	NearestStart
5	114917539	114917865	327	MACS_peak_5570 ENSMUSG00000041939	MACS_peak_5570	+	ENSMUSG00000041939	114894315	114910574	downstream	23224	6965	NearestStart
5	115461816	115462199	384	MACS_peak_5574 ENSMUSG00000029550	MACS_peak_5574	+	ENSMUSG00000029550	115461533	115548799	inside	283	283	NearestStart
5	115939767	115940258	492	MACS_peak_5579 ENSMUSG00000075779	MACS_peak_5579	+	ENSMUSG00000075779	115940263	115940403	upstream	-496	5	NearestStart
5	115959920	115960151	232	MACS_peak_5580 ENSMUSG00000029528	MACS_peak_5580	+	ENSMUSG00000029528	115956721	116005988	inside	3199	3199	NearestStart
5	116022988	116023263	276	MACS_peak_5581 ENSMUSG00000041638	MACS_peak_5581	+	ENSMUSG00000041638	116015272	116072663	inside	7716	7716	NearestStart
5	117569895	117570348	454	MACS_peak_5582 ENSMUSG00000061288	MACS_peak_5582	+	ENSMUSG00000061288	117570138	117725226	overlapStart	-243	210	NearestStart
5	118426594	118426832	239	MACS_peak_5583 ENSMUSG00000032898	MACS_peak_5583	+	ENSMUSG00000032898	118426801	118460199	overlapStart	-207	31	NearestStart
5	118533279	118533633	355	MACS_peak_5584 ENSMUSG00000029360	MACS_peak_5584	+	ENSMUSG00000029360	118515369	118519719	downstream	17910	13560	NearestStart
5	118695198	118695523	326	MACS_peak_5587 ENSMUSG00000032840	MACS_peak_5587	+	ENSMUSG00000032840	118695278	118713113	overlapStart	-80	80	NearestStart
5	118724582	118724820	239	MACS_peak_5588 ENSMUSG00000077540	MACS_peak_5588	+	ENSMUSG00000077540	118716458	118716589	downstream	8124	7993	NearestStart
5	118744093	118744587	495	MACS_peak_5589 ENSMUSG00000077540	MACS_peak_5589	+	ENSMUSG00000077540	118716458	118716589	downstream	27635	27504	NearestStart
5	119010739	119011045	307	MACS_peak_5590 ENSMUSG00000018076	MACS_peak_5590	+	ENSMUSG00000018076	119010752	119212989	overlapStart	-13	13	NearestStart
5	120685808	120686061	254	MACS_peak_5592 ENSMUSG00000080412	MACS_peak_5592	+	ENSMUSG00000080412	120737735	120737856	upstream	-51927	51674	NearestStart
5	120874089	120874367	279	MACS_peak_5593 ENSMUSG00000029595	MACS_peak_5593	+	ENSMUSG00000029595	120881779	120891230	upstream	-7690	7412	NearestStart
5	120890860	120891133	274	MACS_peak_5594 ENSMUSG00000029595	MACS_peak_5594	+	ENSMUSG00000029595	120881779	120891230	inside	9081	97	NearestStart
5	121670046	121670347	302	MACS_peak_5601 ENSMUSG00000042744	MACS_peak_5601	+	ENSMUSG00000042744	121670228	121818586	overlapStart	-182	119	NearestStart
5	122161274	122161563	290	MACS_peak_5604 ENSMUSG00000042605	MACS_peak_5604	+	ENSMUSG00000042605	122161618	122264904	upstream	-344	55	NearestStart
5	122298761	122299196	436	MACS_peak_5605 ENSMUSG00000044134	MACS_peak_5605	+	ENSMUSG00000044134	122299037	122304608	overlapStart	-276	159	NearestStart
5	122608035	122608347	313	MACS_peak_5607 ENSMUSG00000004455	MACS_peak_5607	+	ENSMUSG00000004455	122608365	122625276	upstream	-330	18	NearestStart
5	123350181	123350703	523	MACS_peak_5611 ENSMUSG00000029474	MACS_peak_5611	+	ENSMUSG00000029474	123300204	123318954	downstream	49977	31227	NearestStart
5	123586084	123586560	477	MACS_peak_5613 ENSMUSG00000062946	MACS_peak_5613	+	ENSMUSG00000062946	123588940	123591548	upstream	-2856	2380	NearestStart
5	123588193	123588727	535	MACS_peak_5614 ENSMUSG00000062946	MACS_peak_5614	+	ENSMUSG00000062946	123588940	123591548	upstream	-747	213	NearestStart
5	123589001	123589340	340	MACS_peak_5615 ENSMUSG00000062946	MACS_peak_5615	+	ENSMUSG00000062946	123588940	123591548	inside	61	61	NearestStart
5	123685807	123685987	181	MACS_peak_5616 ENSMUSG00000029440	MACS_peak_5616	+	ENSMUSG00000029440	123678277	123698970	inside	7530	7530	NearestStart
5	123794298	123794630	333	MACS_peak_5617 ENSMUSG00000029438	MACS_peak_5617	+	ENSMUSG00000029438	123793843	123824091	inside	455	455	NearestStart
5	123795302	123795653	352	MACS_peak_5618 ENSMUSG00000029438	MACS_peak_5618	+	ENSMUSG00000029438	123793843	123824091	inside	1459	1459	NearestStart
5	123796143	123796639	497	MACS_peak_5619 ENSMUSG00000029438	MACS_peak_5619	+	ENSMUSG00000029438	123793843	123824091	inside	2300	2300	NearestStart
5	123831936	123832361	426	MACS_peak_5620 ENSMUSG00000038342	MACS_peak_5620	+	ENSMUSG00000038342	123844807	123907941	upstream	-12871	12446	NearestStart
5	123844409	123844710	302	MACS_peak_5621 ENSMUSG00000038342	MACS_peak_5621	+	ENSMUSG00000038342	123844807	123907941	upstream	-398	97	NearestStart
5	123958043	123958391	349	MACS_peak_5622 ENSMUSG00000029431	MACS_peak_5622	+	ENSMUSG00000029431	123960514	123961888	upstream	-2471	2123	NearestStart
5	124357015	124357360	346	MACS_peak_5629 ENSMUSG00000023106	MACS_peak_5629	+	ENSMUSG00000023106	124357300	124377593	overlapStart	-285	60	NearestStart
5	124423290	124423572	283	MACS_peak_5630 ENSMUSG00000000915	MACS_peak_5630	+	ENSMUSG00000000915	124423648	124453208	upstream	-358	76	NearestStart
5	124443427	124443665	239	MACS_peak_5631 ENSMUSG00000000915	MACS_peak_5631	+	ENSMUSG00000000915	124423648	124453208	inside	19779	9543	NearestStart
5	124777590	124778019	430	MACS_peak_5636 ENSMUSG00000047635	MACS_peak_5636	+	ENSMUSG00000047635	124778098	124791845	upstream	-508	79	NearestStart
5	124784508	124784758	251	MACS_peak_5637 ENSMUSG00000064946	MACS_peak_5637	+	ENSMUSG00000064946	124788420	124788527	upstream	-3912	3662	NearestStart
5	124889764	124890002	239	MACS_peak_5640 ENSMUSG00000049327	MACS_peak_5640	+	ENSMUSG00000049327	124889939	124912316	overlapStart	-175	63	NearestStart
5	124890063	124890324	262	MACS_peak_5641 ENSMUSG00000049327	MACS_peak_5641	+	ENSMUSG00000049327	124889939	124912316	inside	124	124	NearestStart
5	124990440	124990830	391	MACS_peak_5643 ENSMUSG00000029390	MACS_peak_5643	+	ENSMUSG00000029390	124990800	125000505	overlapStart	-360	30	NearestStart
5	125002577	125003078	502	MACS_peak_5644 ENSMUSG00000029389	MACS_peak_5644	+	ENSMUSG00000029389	125002895	125019669	overlapStart	-318	183	NearestStart
5	125295074	125295497	424	MACS_peak_5645 ENSMUSG00000038011	MACS_peak_5645	+	ENSMUSG00000038011	125281835	125314672	inside	13239	13239	NearestStart
5	125403177	125403510	334	MACS_peak_5647 ENSMUSG00000079215	MACS_peak_5647	+	ENSMUSG00000079215	125343075	125368999	downstream	60102	34178	NearestStart
5	125444543	125444826	284	MACS_peak_5648 ENSMUSG00000037962	MACS_peak_5648	+	ENSMUSG00000037962	125483845	125492916	upstream	-39302	39019	NearestStart
5	125447313	125447635	323	MACS_peak_5649 ENSMUSG00000037962	MACS_peak_5649	+	ENSMUSG00000037962	125483845	125492916	upstream	-36532	36210	NearestStart
5	125520674	125520985	312	MACS_peak_5650 ENSMUSG00000037962	MACS_peak_5650	+	ENSMUSG00000037962	125483845	125492916	downstream	36829	27758	NearestStart
5	125561837	125562380	544	MACS_peak_5651 ENSMUSG00000037962	MACS_peak_5651	+	ENSMUSG00000037962	125483845	125492916	downstream	77992	68921	NearestStart
5	125946098	125946431	334	MACS_peak_5666 ENSMUSG00000029482	MACS_peak_5666	+	ENSMUSG00000029482	125956243	125997774	upstream	-10145	9812	NearestStart
5	125956029	125956377	349	MACS_peak_5667 ENSMUSG00000029482	MACS_peak_5667	+	ENSMUSG00000029482	125956243	125997774	overlapStart	-214	134	NearestStart
5	126156107	126156410	304	MACS_peak_5668 ENSMUSG00000070498	MACS_peak_5668	+	ENSMUSG00000070498	126102858	126179143	inside	53249	22733	NearestStart
5	126179881	126180094	214	MACS_peak_5669 ENSMUSG00000070498	MACS_peak_5669	+	ENSMUSG00000070498	126102858	126179143	downstream	77023	738	NearestStart
5	127804373	127804812	440	MACS_peak_5670 ENSMUSG00000034324	MACS_peak_5670	+	ENSMUSG00000034324	127722177	128046163	inside	82196	82196	NearestStart
5	129525465	129525954	490	MACS_peak_5674 ENSMUSG00000029430	MACS_peak_5674	+	ENSMUSG00000029430	129526093	129530198	upstream	-628	139	NearestStart
5	129526109	129526580	472	MACS_peak_5675 ENSMUSG00000029430	MACS_peak_5675	+	ENSMUSG00000029430	129526093	129530198	inside	16	16	NearestStart
5	130221240	130221500	261	MACS_peak_5676 ENSMUSG00000034211	MACS_peak_5676	+	ENSMUSG00000034211	130221372	130224750	overlapStart	-132	128	NearestStart
5	130230760	130231046	287	MACS_peak_5677 ENSMUSG00000029432	MACS_peak_5677	+	ENSMUSG00000029432	130231006	130264125	overlapStart	-246	40	NearestStart
5	130292815	130293196	382	MACS_peak_5679 ENSMUSG00000029447	MACS_peak_5679	+	ENSMUSG00000029447	130293289	130321696	upstream	-474	93	NearestStart
5	130384291	130384615	325	MACS_peak_5680 ENSMUSG00000025535	MACS_peak_5680	+	ENSMUSG00000025535	130384435	130387150	overlapStart	-144	144	NearestStart
5	130417608	130417924	317	MACS_peak_5681 ENSMUSG00000066735	MACS_peak_5681	+	ENSMUSG00000066735	130417983	130458761	upstream	-375	59	NearestStart
5	130620540	130620867	328	MACS_peak_5682 ENSMUSG00000034110	MACS_peak_5682	+	ENSMUSG00000034110	130620758	130631678	overlapStart	-218	109	NearestStart
5	134490755	134491103	349	MACS_peak_5690 ENSMUSG00000015944	MACS_peak_5690	+	ENSMUSG00000015944	134575618	134617626	upstream	-84863	84515	NearestStart
5	134575406	134575919	514	MACS_peak_5691 ENSMUSG00000015944	MACS_peak_5691	+	ENSMUSG00000015944	134575618	134617626	overlapStart	-212	212	NearestStart
5	135151884	135152216	333	MACS_peak_5701 ENSMUSG00000072573	MACS_peak_5701	+	ENSMUSG00000072573	135152360	135156015	upstream	-476	144	NearestStart
5	135484776	135485387	612	MACS_peak_5704 ENSMUSG00000040532	MACS_peak_5704	+	ENSMUSG00000040532	135485022	135488038	overlapStart	-246	246	NearestStart
5	135624848	135625158	311	MACS_peak_5705 ENSMUSG00000005374	MACS_peak_5705	+	ENSMUSG00000005374	135625556	135635693	upstream	-708	398	NearestStart
5	135644538	135644894	357	MACS_peak_5706 ENSMUSG00000029681	MACS_peak_5706	+	ENSMUSG00000029681	135644282	135657715	inside	256	256	NearestStart
5	135662535	135663513	979	MACS_peak_5707 ENSMUSG00000002748	MACS_peak_5707	+	ENSMUSG00000002748	135663239	135720437	overlapStart	-704	274	NearestStart
5	136164423	136164907	485	MACS_peak_5717 ENSMUSG00000005514	MACS_peak_5717	+	ENSMUSG00000005514	136165028	136211196	upstream	-605	121	NearestStart
5	136254289	136254660	372	MACS_peak_5719 ENSMUSG00000019179	MACS_peak_5719	+	ENSMUSG00000019179	136254537	136266259	overlapStart	-248	123	NearestStart
5	136527449	136527663	215	MACS_peak_5722 ENSMUSG00000006143	MACS_peak_5722	+	ENSMUSG00000006143	136533061	136540194	upstream	-5612	5398	NearestStart
5	137505880	137506229	350	MACS_peak_5726 ENSMUSG00000037428	MACS_peak_5726	+	ENSMUSG00000037428	137506165	137509221	overlapStart	-285	64	NearestStart
5	137508622	137508955	334	MACS_peak_5727 ENSMUSG00000037428	MACS_peak_5727	+	ENSMUSG00000037428	137506165	137509221	inside	2457	266	NearestStart
5	137790873	137791133	261	MACS_peak_5731 ENSMUSG00000029710	MACS_peak_5731	+	ENSMUSG00000029710	137791337	137815760	upstream	-464	204	NearestStart
5	137994606	137994853	248	MACS_peak_5734 ENSMUSG00000029712	MACS_peak_5734	+	ENSMUSG00000029712	137994783	138010801	overlapStart	-177	70	NearestStart
5	138186999	138187371	373	MACS_peak_5736 ENSMUSG00000029723	MACS_peak_5736	+	ENSMUSG00000029723	138187420	138209677	upstream	-421	49	NearestStart
5	138199126	138199423	298	MACS_peak_5737 ENSMUSG00000029723	MACS_peak_5737	+	ENSMUSG00000029723	138187420	138209677	inside	11706	10254	NearestStart
5	138201070	138201557	488	MACS_peak_5738 ENSMUSG00000029723	MACS_peak_5738	+	ENSMUSG00000029723	138187420	138209677	inside	13650	8120	NearestStart
5	138526218	138526518	301	MACS_peak_5741 ENSMUSG00000029729	MACS_peak_5741	+	ENSMUSG00000029729	138526312	138549050	overlapStart	-94	94	NearestStart
5	138558101	138558358	258	MACS_peak_5742 ENSMUSG00000037017	MACS_peak_5742	+	ENSMUSG00000037017	138558144	138575493	overlapStart	-43	43	NearestStart
5	138613214	138613439	226	MACS_peak_5746 ENSMUSG00000019518	MACS_peak_5746	+	ENSMUSG00000019518	138613249	138619911	overlapStart	-35	35	NearestStart
5	138882583	138882968	386	MACS_peak_5748 ENSMUSG00000036898	MACS_peak_5748	+	ENSMUSG00000036898	138882732	138901921	overlapStart	-149	149	NearestStart
5	139063989	139064297	309	MACS_peak_5750 ENSMUSG00000056014	MACS_peak_5750	+	ENSMUSG00000056014	139064117	139089982	overlapStart	-128	128	NearestStart
5	139264617	139265155	539	MACS_peak_5751 ENSMUSG00000025854	MACS_peak_5751	+	ENSMUSG00000025854	139231042	139286017	inside	33575	20862	NearestStart
5	139324162	139324423	262	MACS_peak_5752 ENSMUSG00000025854	MACS_peak_5752	+	ENSMUSG00000025854	139231042	139286017	downstream	93120	38145	NearestStart
5	139339579	139339996	418	MACS_peak_5753 ENSMUSG00000025854	MACS_peak_5753	+	ENSMUSG00000025854	139231042	139286017	downstream	108537	53562	NearestStart
5	139410519	139410854	336	MACS_peak_5754 ENSMUSG00000075585	MACS_peak_5754	+	ENSMUSG00000075585	139471010	139476530	upstream	-60491	60156	NearestStart
5	139463947	139464267	321	MACS_peak_5755 ENSMUSG00000075585	MACS_peak_5755	+	ENSMUSG00000075585	139471010	139476530	upstream	-7063	6743	NearestStart
5	139464787	139465113	327	MACS_peak_5756 ENSMUSG00000075585	MACS_peak_5756	+	ENSMUSG00000075585	139471010	139476530	upstream	-6223	5897	NearestStart
5	139625795	139626163	369	MACS_peak_5759 ENSMUSG00000025857	MACS_peak_5759	+	ENSMUSG00000025857	139626177	139662459	upstream	-382	14	NearestStart
5	139727960	139728419	460	MACS_peak_5760 ENSMUSG00000025858	MACS_peak_5760	+	ENSMUSG00000025858	139728329	139746004	overlapStart	-369	90	NearestStart
5	139856238	139856541	304	MACS_peak_5761 ENSMUSG00000044197	MACS_peak_5761	+	ENSMUSG00000044197	139856593	139872368	upstream	-355	52	NearestStart
5	139865138	139865514	377	MACS_peak_5762 ENSMUSG00000044197	MACS_peak_5762	+	ENSMUSG00000044197	139856593	139872368	inside	8545	6854	NearestStart
5	139865599	139866004	406	MACS_peak_5763 ENSMUSG00000044197	MACS_peak_5763	+	ENSMUSG00000044197	139856593	139872368	inside	9006	6364	NearestStart
5	140034888	140035176	289	MACS_peak_5765 ENSMUSG00000029546	MACS_peak_5765	+	ENSMUSG00000029546	140019880	140023728	downstream	15008	11160	NearestStart
5	140044006	140044230	225	MACS_peak_5766 ENSMUSG00000029546	MACS_peak_5766	+	ENSMUSG00000029546	140019880	140023728	downstream	24126	20278	NearestStart
5	140408497	140408836	340	MACS_peak_5768 ENSMUSG00000048988	MACS_peak_5768	+	ENSMUSG00000048988	140383897	140450665	inside	24600	24600	NearestStart
5	140499838	140500098	261	MACS_peak_5769 ENSMUSG00000048988	MACS_peak_5769	+	ENSMUSG00000048988	140383897	140450665	downstream	115941	49173	NearestStart
5	140500205	140500486	282	MACS_peak_5770 ENSMUSG00000048988	MACS_peak_5770	+	ENSMUSG00000048988	140383897	140450665	downstream	116308	49540	NearestStart
5	140894399	140894790	392	MACS_peak_5777 ENSMUSG00000056076	MACS_peak_5777	+	ENSMUSG00000056076	140895259	140919314	upstream	-860	469	NearestStart
5	141084689	141084967	279	MACS_peak_5779 ENSMUSG00000029570	MACS_peak_5779	+	ENSMUSG00000029570	141083295	141091497	inside	1394	1394	NearestStart
5	141085403	141085835	433	MACS_peak_5780 ENSMUSG00000029570	MACS_peak_5780	+	ENSMUSG00000029570	141083295	141091497	inside	2108	2108	NearestStart
5	141086960	141087495	536	MACS_peak_5781 ENSMUSG00000029570	MACS_peak_5781	+	ENSMUSG00000029570	141083295	141091497	inside	3665	3665	NearestStart
5	141093950	141094261	312	MACS_peak_5782 ENSMUSG00000060929	MACS_peak_5782	+	ENSMUSG00000060929	141091649	141094297	inside	2301	36	NearestStart
5	141202093	141202434	342	MACS_peak_5784 ENSMUSG00000050022	MACS_peak_5784	+	ENSMUSG00000050022	141200081	141229266	inside	2012	2012	NearestStart
5	141219621	141220091	471	MACS_peak_5785 ENSMUSG00000050022	MACS_peak_5785	+	ENSMUSG00000050022	141200081	141229266	inside	19540	9175	NearestStart
5	141243718	141244133	416	MACS_peak_5786 ENSMUSG00000050022	MACS_peak_5786	+	ENSMUSG00000050022	141200081	141229266	downstream	43637	14452	NearestStart
5	141717102	141717559	458	MACS_peak_5787 ENSMUSG00000039683	MACS_peak_5787	+	ENSMUSG00000039683	141717444	142691540	overlapStart	-342	115	NearestStart
5	143105140	143105605	466	MACS_peak_5791 ENSMUSG00000029578	MACS_peak_5791	+	ENSMUSG00000029578	143105547	143143488	overlapStart	-407	58	NearestStart
5	143721960	143722223	264	MACS_peak_5797 ENSMUSG00000029581	MACS_peak_5797	+	ENSMUSG00000029581	143722035	143734862	overlapStart	-75	75	NearestStart
5	143723464	143724058	595	MACS_peak_5798 ENSMUSG00000029581	MACS_peak_5798	+	ENSMUSG00000029581	143722035	143734862	inside	1429	1429	NearestStart
5	143996706	143997013	308	MACS_peak_5799 ENSMUSG00000029587	MACS_peak_5799	+	ENSMUSG00000029587	143996887	144009629	overlapStart	-181	126	NearestStart
5	144125343	144125621	279	MACS_peak_5802 ENSMUSG00000010825	MACS_peak_5802	+	ENSMUSG00000010825	144119230	144153831	inside	6113	6113	NearestStart
5	144225307	144225634	328	MACS_peak_5803 ENSMUSG00000039206	MACS_peak_5803	+	ENSMUSG00000039206	144225504	144265061	overlapStart	-197	130	NearestStart
5	144309376	144309657	282	MACS_peak_5804 ENSMUSG00000083012	MACS_peak_5804	+	ENSMUSG00000083012	144309576	144325399	overlapStart	-200	81	NearestStart
5	144578513	144578791	279	MACS_peak_5805 ENSMUSG00000029613	MACS_peak_5805	+	ENSMUSG00000029613	144578689	144663578	overlapStart	-176	102	NearestStart
5	144749855	144750180	326	MACS_peak_5806 ENSMUSG00000064963	MACS_peak_5806	+	ENSMUSG00000064963	144774867	144774970	upstream	-25012	24687	NearestStart
5	144861078	144861403	326	MACS_peak_5807 ENSMUSG00000038970	MACS_peak_5807	+	ENSMUSG00000038970	144861305	144949073	overlapStart	-227	98	NearestStart
5	145865300	145865569	270	MACS_peak_5808 ENSMUSG00000029622	MACS_peak_5808	+	ENSMUSG00000029622	145875164	145889054	upstream	-9864	9595	NearestStart
5	145992413	145992712	300	MACS_peak_5810 ENSMUSG00000007812	MACS_peak_5810	+	ENSMUSG00000007812	145992623	146008174	overlapStart	-210	89	NearestStart
5	147042585	147042849	265	MACS_peak_5811 ENSMUSG00000029635	MACS_peak_5811	+	ENSMUSG00000029635	147042826	147114450	overlapStart	-241	23	NearestStart
5	147072495	147073007	513	MACS_peak_5812 ENSMUSG00000080957	MACS_peak_5812	+	ENSMUSG00000080957	147060127	147060998	downstream	12368	11497	NearestStart
5	147656465	147656785	321	MACS_peak_5815 ENSMUSG00000029641	MACS_peak_5815	+	ENSMUSG00000029641	147656694	147659302	overlapStart	-229	91	NearestStart
5	147656827	147657143	317	MACS_peak_5816 ENSMUSG00000029641	MACS_peak_5816	+	ENSMUSG00000029641	147656694	147659302	inside	133	133	NearestStart
5	147967031	147967343	313	MACS_peak_5817 ENSMUSG00000053129	MACS_peak_5817	+	ENSMUSG00000053129	148000272	148002523	upstream	-33241	32929	NearestStart
5	149806735	149807034	300	MACS_peak_5822 ENSMUSG00000079069	MACS_peak_5822	+	ENSMUSG00000079069	149761826	149763234	downstream	44909	43501	NearestStart
5	149995575	149996444	870	MACS_peak_5828 ENSMUSG00000041264	MACS_peak_5828	+	ENSMUSG00000041264	149995926	150027009	overlapStart	-351	351	NearestStart
5	150155585	150156079	495	MACS_peak_5830 ENSMUSG00000075529	MACS_peak_5830	+	ENSMUSG00000075529	150171623	150175217	upstream	-16038	15544	NearestStart
5	150242088	150242485	398	MACS_peak_5831 ENSMUSG00000029660	MACS_peak_5831	+	ENSMUSG00000029660	150242275	150273554	overlapStart	-187	187	NearestStart
5	4496142	4496526	385	MACS_peak_5317 ENSMUSG00000044674	MACS_peak_5317	-	ENSMUSG00000044674	4753873	4758035	downstream	261893	257347	NearestStart
5	4757768	4758337	570	MACS_peak_5318 ENSMUSG00000044674	MACS_peak_5318	-	ENSMUSG00000044674	4753873	4758035	overlapStart	267	267	NearestStart
5	5380382	5380777	396	MACS_peak_5319 ENSMUSG00000028926	MACS_peak_5319	-	ENSMUSG00000028926	4803391	5380203	upstream	-179	179	NearestStart
5	5559156	5559543	388	MACS_peak_5320 ENSMUSG00000040464	MACS_peak_5320	-	ENSMUSG00000040464	5537456	5559525	overlapStart	369	18	NearestStart
5	5664042	5664446	405	MACS_peak_5321 ENSMUSG00000040473	MACS_peak_5321	-	ENSMUSG00000040473	5579282	5664181	overlapStart	139	139	NearestStart
5	8367903	8368196	294	MACS_peak_5323 ENSMUSG00000040537	MACS_peak_5323	-	ENSMUSG00000040537	8072352	8368081	overlapStart	178	115	NearestStart
5	8997016	8997346	331	MACS_peak_5324 ENSMUSG00000003623	MACS_peak_5324	-	ENSMUSG00000003623	8966039	8997161	overlapStart	145	145	NearestStart
5	20387277	20387589	313	MACS_peak_5328 ENSMUSG00000039987	MACS_peak_5328	-	ENSMUSG00000039987	20264481	20387942	inside	665	353	NearestStart
5	20387741	20388190	450	MACS_peak_5329 ENSMUSG00000039987	MACS_peak_5329	-	ENSMUSG00000039987	20264481	20387942	overlapStart	201	201	NearestStart
5	20561283	20561590	308	MACS_peak_5330 ENSMUSG00000028771	MACS_peak_5330	-	ENSMUSG00000028771	20492467	20561706	inside	423	116	NearestStart
5	21290889	21291181	293	MACS_peak_5335 ENSMUSG00000029014	MACS_peak_5335	-	ENSMUSG00000029014	21263090	21291034	overlapStart	145	145	NearestStart
5	22055992	22056331	340	MACS_peak_5336 ENSMUSG00000029012	MACS_peak_5336	-	ENSMUSG00000029012	21992308	22056161	overlapStart	169	169	NearestStart
5	22892804	22893088	285	MACS_peak_5337 ENSMUSG00000073147	MACS_peak_5337	-	ENSMUSG00000073147	22938740	22939204	downstream	46400	45652	NearestStart
5	22938615	22939075	461	MACS_peak_5338 ENSMUSG00000073147	MACS_peak_5338	-	ENSMUSG00000073147	22938740	22939204	overlapEnd	589	125	NearestStart
5	23181381	23181690	310	MACS_peak_5339 ENSMUSG00000080335	MACS_peak_5339	-	ENSMUSG00000080335	23216809	23216879	downstream	35498	35119	NearestStart
5	23349900	23350159	260	MACS_peak_5340 ENSMUSG00000028998	MACS_peak_5340	-	ENSMUSG00000028998	23345472	23349925	overlapStart	25	25	NearestStart
5	23536382	23536744	363	MACS_peak_5341 ENSMUSG00000028995	MACS_peak_5341	-	ENSMUSG00000028995	23421095	23536501	overlapStart	119	119	NearestStart
5	24110336	24110849	514	MACS_peak_5343 ENSMUSG00000028949	MACS_peak_5343	-	ENSMUSG00000028949	24098443	24107830	upstream	-2506	2506	NearestStart
5	24245047	24245293	247	MACS_peak_5346 ENSMUSG00000055235	MACS_peak_5346	-	ENSMUSG00000055235	24218087	24236498	upstream	-8549	8549	NearestStart
5	24380028	24380248	221	MACS_peak_5347 ENSMUSG00000028945	MACS_peak_5347	-	ENSMUSG00000028945	24309069	24348231	upstream	-31797	31797	NearestStart
5	24414331	24414652	322	MACS_peak_5348 ENSMUSG00000028945	MACS_peak_5348	-	ENSMUSG00000028945	24309069	24348231	upstream	-66100	66100	NearestStart
5	25004723	25005088	366	MACS_peak_5349 ENSMUSG00000038056	MACS_peak_5349	-	ENSMUSG00000038056	24777612	25004601	upstream	-122	122	NearestStart
5	25119870	25120130	261	MACS_peak_5351 ENSMUSG00000059244	MACS_peak_5351	-	ENSMUSG00000059244	25166647	25166901	downstream	47031	46517	NearestStart
5	25211368	25211759	392	MACS_peak_5352 ENSMUSG00000028933	MACS_peak_5352	-	ENSMUSG00000028933	25195636	25211615	overlapStart	247	144	NearestStart
5	28117747	28118046	300	MACS_peak_5353 ENSMUSG00000002221	MACS_peak_5353	-	ENSMUSG00000002221	28067207	28117879	overlapStart	132	132	NearestStart
5	28118175	28118503	329	MACS_peak_5354 ENSMUSG00000002221	MACS_peak_5354	-	ENSMUSG00000002221	28067207	28117879	upstream	-296	296	NearestStart
5	29704775	29705111	337	MACS_peak_5359 ENSMUSG00000010721	MACS_peak_5359	-	ENSMUSG00000010721	29556354	29704930	overlapStart	155	155	NearestStart
5	30481382	30481747	366	MACS_peak_5363 ENSMUSG00000025745	MACS_peak_5363	-	ENSMUSG00000025745	30445970	30481520	overlapStart	138	138	NearestStart
5	31482254	31482709	456	MACS_peak_5371 ENSMUSG00000029144	MACS_peak_5371	-	ENSMUSG00000029144	31443344	31482517	overlapStart	263	192	NearestStart
5	31504447	31504862	416	MACS_peak_5372 ENSMUSG00000043059	MACS_peak_5372	-	ENSMUSG00000043059	31501354	31504676	overlapStart	229	186	NearestStart
5	31522867	31523262	396	MACS_peak_5373 ENSMUSG00000029147	MACS_peak_5373	-	ENSMUSG00000029147	31505043	31522918	overlapStart	51	51	NearestStart
5	31999969	32000291	323	MACS_peak_5376 ENSMUSG00000029136	MACS_peak_5376	-	ENSMUSG00000029136	31926813	3.2e+07	overlapStart	31	31	NearestStart
5	32590380	32590702	323	MACS_peak_5378 ENSMUSG00000081200	MACS_peak_5378	-	ENSMUSG00000081200	32614295	32614492	downstream	24112	23593	NearestStart
5	32913772	32914115	344	MACS_peak_5379 ENSMUSG00000073053	MACS_peak_5379	-	ENSMUSG00000073053	32913597	32914178	inside	406	63	NearestStart
5	33617073	33617401	329	MACS_peak_5380 ENSMUSG00000037373	MACS_peak_5380	-	ENSMUSG00000037373	33590403	33617610	inside	537	209	NearestStart
5	33617678	33618137	460	MACS_peak_5381 ENSMUSG00000037373	MACS_peak_5381	-	ENSMUSG00000037373	33590403	33617610	upstream	-68	68	NearestStart
5	33972125	33972381	257	MACS_peak_5382 ENSMUSG00000037339	MACS_peak_5382	-	ENSMUSG00000037339	33943005	33972271	overlapStart	146	110	NearestStart
